Año;Mes;Descripción Centro;Organismo;Número Contrato;Número Expediente;Descripción Contrato;Tipo Contrato;Procedimiento Adjudicación;Artículo;Apartado;Criterios Adjudicación;Presupuesto Total(IVA Incluido);Importe Adjudicación (IVA Incluido);Plazo;Fecha Adjudicación;Nombre/Razón Social;NIF/CIF Adjudicatario;Fecha Formalización;Acuerdo Marco;Ingreso/Coste Cero;Observaciones
2020;Enero;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE;202000053;300/2018/01245;SERVICIOS DE INFORMACION Y ATENCION AL PUBLICO EN INSTITUCIONES DE LOS DEPARTAMENTOS DE MUSEOS Y DE EXPOSICIONES, DEPENDIENTES DE LA DIRECCION GENERAL DE BIBLIOTECAS, ARCHIVOS Y MUSEOS.;Servicios;Abierto;;;Pluralidad de criterios;2.530.762,06 €;1.676.379,52 €;24;08/10/2019;SELECTIVA SERVICIOS AUXILIARES, S.L.;B84495837;31/10/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000054;MDC/2019/00235;SUMINISTRO EN REGIMEN DE ARRENDAMIENTO DE MATERIAL DE ILUMINACION, INCLUIDO SU TRANSPORTE, MONTAJE, MANTENIMIENTO Y DESMONTAJE, ASI COMO LA VERIFICACION DE SU CORRECTO FUNCIONAMIENTO Y SU MANEJO POR EL PERSONAL TECNICO, A INSTALAR CON MOTIVO DE LA ACTIVIDAD CULTURAL QUE DESARROLLE MADRID DESTINO ;Suministro;Abierto;;;Un unico criterio;197.835,00 €;197.835,00 €;12;11/09/2019;CITY LIGHT, S.L.;B82789389;08/10/2019; ;;
2020;Enero;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000055;EVS/2019/00057;SERVICIOS DE ELABORACION DEL PROYECTO BASICO, PROYECTO DE EJECUCION, DIRECCION DE OBRA Y DIRECCION DE EJECUCION DE OBRA, COORDINACION DE SEGURIDAD Y SALUD Y TRABAJOS COMPLEMENTARIOS DEL LOTE 3- CAÑAVERAL 05.;Servicios;Abierto;;;Pluralidad de criterios;924.551,38 €;688.490,00 €;31;02/10/2019;DOÑA MARIA PATRICIA HIGUERA MIGUELEZ, UNION INTEGRADA DE ARQUITECTOS, S.L.P., DON DANIEL PEREZ GONZALEZ, SAFECOR, S.L.P. Y DON JUAN MANUEL BAÑOS DURAN, UNION TEMPORAL DE EMPRESAS, ABREVIADAMENTE UTE FAU-UNIA;U90456393;08/11/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;DISTRITO DE VILLAVERDE;202000056;300/2019/01205;CABALGATAS DE REYES MAGOS VILLAVERDE OESTE Y ESTE Y CARNAVAL 2020. LOTE 1;Servicios;Abierto;;;Pluralidad de criterios;110.442,75 €;108.887,90 €;0,1;04/12/2019;TODOELSHOW SL;B45613981;03/01/2020; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000057;MDC/2019/00236;SUMINISTRO EN REGIMEN DE ARRENDAMIENTO DE MATERIAL DE SONIDO, INCLUIDO SU TRANSPORTE, MONTAJE, MANTENIMIENTO Y DESMONTAJE, ASI COMO LA VERIFICACION DE SU CORRECTO FUNCIONAMIENTO Y SU MANEJO POR EL PERSONAL TECNICO, A INSTALAR CON MOTIVO DE LA ACTIVIDAD CULTURAL QUE DESARROLLE MADRID DESTINO ;Suministro;Abierto;;;Un unico criterio;220.220,00 €;220.220,00 €;12;17/09/2019;MILAN ACUSTICA, S.A.;A28733897;11/10/2019; ;;
2020;Enero;EMPRESAS;MERCAMADRID, S.A.;202000058;MER/2019/00018;SUMINISTRO  E INSTALACION DE UN CONJUNTO DE PANTALLAS EN EL MERCADO CENTRAL DE PESCADOS;Suministro;Ordinario;;;Pluralidad de criterios;174.240,00 €;145.118,93 €;1,5;04/12/2019;IMAGIC VISION, S.L.;B84044205;20/12/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE;202000059;300/2019/00432;VISITAS GUIADAS DE LA DIRECCION GENERAL DE INTERVENCION EN EL PAISAJE URBANO Y EL PATRIMONIO CULTURAL;Servicios;Abierto;;;Pluralidad de criterios;258.093,00 €;206.396,97 €;24;07/11/2019;TALHER, S.A.;A08602815;12/12/2019; ;;
2020;Enero;EMPRESAS;MERCAMADRID, S.A.;202000060;MER/2019/00027;SERVICIOS DE CONTROL DE LAS POBLACIONES DE AVES EN LA UNIDAD ALIMENTARIA MERCAMADRID;Servicios;Ordinario;;;Pluralidad de criterios;163.640,40 €;122.710,26 €;24;04/12/2019;FALCONERS IBERIA S.L.;B84943091;18/12/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000061;MDC/2019/00240;SERVICIO DE MANTENIMIENTO, GESTION Y OPERACION DE COMUNICACIONES PARA EL PALACIO DE CIBELES DE MADRID ;Servicios;Abierto;;;Pluralidad de criterios;326.361,71 €;247.182,36 €;12;21/10/2019;INSTALACIONES Y SISTEMAS PROSPER, S.A.;A82734377;15/11/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000062;MDC/2019/00247;SUMINISTRO EN REGIMEN DE ARRENDAMIENTO DEL MATERIAL DE ILUMINACION, INCLUIDO SU TRANSPORTE, MONTAJE, MANTENIMIENTO Y DESMONTAJE, ASI COMO LA VERIFICACION DE SU CORRECTO FUNCIONAMIENTO Y SU MANEJO POR PERSONAL TECNICO, A INSTALAR CON MOTIVO DE LA CELEBRACION DEL ESPECTACULO EL PRICE EN NAVIDAD 2019 Y EL FESTIVAL INVERFEST 2020;Suministro;Abierto simplificado;;;Un unico criterio;87.725,00 €;70.059,00 €;3;18/10/2019;CITY LIGHT, S.L.;B82789389;28/10/2019; ;;
2020;Enero;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000063;EVS/2019/00064;SUMINISTRO DE LICENCIAS DE SOFTWARE (6 LOTES). LOTE 5;Suministro;Abierto;;;Un unico criterio;25.410,00 €;21.659,00 €;24;23/12/2019;TECNICOS ASOCIADOS INFORMATICA, S.A.U.;A79054748;27/12/2019; ;;
2020;Enero;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000064;EVS/2019/00058;SUMINISTRO DE 5 ORDENADORES PORTATILES;Suministro;Abierto simplificado sumario;;;Un unico criterio;9.680,00 €;6.523,35 €;0,33;12/11/2019;SERVICIOS MICROINFORMATICA,S.A.;A25027145;15/11/2019; ;;
2020;Enero;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000065;EVS/2019/00059;OBRAS DE VALLADO DE LA PARCELA 6.3 DE LA COLONIA NUESTRA SEÑORA DE LOS ANGELES 3, EN EL DISTRITO DE PUENTE DE VALLECAS;Obras;Abierto simplificado sumario;;;Un unico criterio;9.553,00 €;8.114,32 €;1;12/11/2019;DECON 86, S.A.;A78260429;15/11/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;ÁREA DELEGADA DE COORDINACION TERRITORIAL, TRANSPARENCIA Y PARTICIPACION CIUDADANA;202000066;300/2019/00282;CONTRATO DE SERVICIOS PARA EL ASESORAMIENTO INTEGRAL A ENTIDADES Y COLECTIVOS DE LA CIUDAD DE MADRID, A ADJUDICAR POR PROCEDIMIENTO ABIERTO SIMPLIFICADO ;Servicios;Abierto simplificado;;;Pluralidad de criterios;47.697,48 €;39.111,94 €;12;21/11/2019;FUNDACION ESPLAI, CIUDADANIA COMPROMETIDA;G62090535;28/11/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202000067;171/2019/00304;REALIZACION DE ACTIVIDADES DE EXPRESION DRAMATICA CON PERSONAS CON DISCAPACIDAD EN 25 CENTROS, (DE EDUCACION ESPECIAL, CENTROS OCUPACIONALES Y CENTROS DE DIA) DEL MUNICIPIO DE MADRID, INCLUYENDO FORMACION A LOS RESPONSABLES DE LOS GRUPOS, MATERIALES TEORICOS Y TECNICOS, ASESORAMIENTO A LO LARGO DEL CURSO PARA EL DESARROLLO DE LOS TALLERES TEATRALES, ASI COMO LA ORGANIZACION Y COORDINACION DE UN CERTAMEN FINAL CON LOS MONTAJES, INCLUIDOS LOS SERVICIOS DE SONIDO Y LA GESTION DEL ACCESO Y AFORO DEL LOCAL.;Servicios;Abierto;;;Pluralidad de criterios;84.458,00 €;76.012,20 €;22,86;11/10/2019;PRODUCCIONES TEATRALES MADRID, S.L.;B82527581;06/11/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;DISTRITO DE RETIRO;202000068;300/2019/01200;ACOMPAÑAMIENTO A LOS PROYECTOS DE PARTICIPACION INFANTIL Y JUVENIL EN EL DISTRITO DE RETIRO;Servicios;Abierto simplificado;;;Un unico criterio;30.000,00 €;23.694,00 €;12;20/12/2019;MERINO Y MERINO PRODUCCIONES, S.L.;B81590606;26/12/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;DISTRITO DE RETIRO;202000069;300/2019/01193;SUMINISTRO DE INSTRUMENTOS MUSICALES PARA LA CREACION DE ORQUESTAS ESCOLARES;Suministro;Abierto simplificado sumario;;;Pluralidad de criterios;30.000,00 €;27.001,15 €;0,5;13/12/2019;POLIMUSICA S.A.;A28415610;17/12/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE HACIENDA Y PERSONAL;202000070;300/2019/00356;ORGANIZACION E IMPARTICION, EN MODALIDAD VIRTUAL, DE DIFERENTES ACTIVIDADES FORMATIVAS INCLUIDAS EN LOS PLANES DE FORMACION DEL AYUNTAMIENTO DE MADRID DE 2019 Y 2020. LOTE 4;Servicios;Abierto;;;Pluralidad de criterios;52.152,21 €;21.382,53 €;13,06;23/10/2019;SARARTE S L;B70223599;22/11/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE HACIENDA Y PERSONAL;202000071;300/2019/00356;ORGANIZACION E IMPARTICION, EN MODALIDAD VIRTUAL, DE DIFERENTES ACTIVIDADES FORMATIVAS INCLUIDAS EN LOS PLANES DE FORMACION DEL AYUNTAMIENTO DE MADRID DE 2019 Y 2020. LOTE 5;Servicios;Abierto;;;Pluralidad de criterios;39.993,76 €;22.399,52 €;13,06;23/10/2019;SARARTE S L;B70223599;22/11/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE HACIENDA Y PERSONAL;202000072;300/2019/00356;ORGANIZACION E IMPARTICION, EN MODALIDAD VIRTUAL, DE DIFERENTES ACTIVIDADES FORMATIVAS INCLUIDAS EN LOS PLANES DE FORMACION DEL AYUNTAMIENTO DE MADRID DE 2019 Y 2020. LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;40.873,80 €;20.037,60 €;13,06;23/10/2019;SARARTE S L;B70223599;22/11/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE HACIENDA Y PERSONAL;202000073;300/2019/00356;ORGANIZACION E IMPARTICION, EN MODALIDAD VIRTUAL, DE DIFERENTES ACTIVIDADES FORMATIVAS INCLUIDAS EN LOS PLANES DE FORMACION DEL AYUNTAMIENTO DE MADRID DE 2019 Y 2020. LOTE 3;Servicios;Abierto;;;Pluralidad de criterios;46.521,68 €;28.843,30 €;13,3;15/10/2019;INGENIERIA E INTEGRACION AVANZADAS S.A. (INGENIA);A29584315;15/11/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;INFORMÁTICA AYUNTAMIENTO DE MADRID;202000074;300/2019/00407;ARRENDAMIENTO, INCLUIDO SU MANTENIMIENTO, DE LAS SUSCRIPCIONES DEL SISTEMA DE GESTOR DE BASE DE DATOS POSTGRES. ;Suministro;Abierto;;;Un unico criterio;135.247,75 €;135.247,75 €;24;25/10/2019;ECONOCOM SERVICIOS, S.A.;A28816379;04/12/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;DISTRITO DE LATINA;202000075;300/2019/00519;SERVICIOS TECNICOS DE ILUMINACION, MONTAJE, SONIDO Y LABORES AUXILIARES NECESARIOS PARA EL DESARROLLO DE LAS ACTIVIDADES ORDINARIAS Y EXTRAORDINARIAS DEL DISTRITO DE LATINA;Servicios;Abierto;;;Pluralidad de criterios;324.280,00 €;324.280,00 €;12;17/10/2019;MARIA CRISTINA LOSADA GONZALEZ;50086068A;13/11/2019; ;;(*) : ESTE CONTRATO CUENTA CON IGUAL PRESUPUESTO DE LICITACIÓN Y ADJUDICACIÓN PORQUE SE HA ADJUDICADO POR PRECIOS UNITARIOS.
2020;Enero;AYUNTAMIENTO DE MADRID;AGENCIA TRIBUTARIA MADRID;202000076;300/2019/01492;SUMINISTRO DE CONSUMIBLES INFORMATICOS PARA DETERMINADOS EQUIPOS DE IMPRESION DEL ORGANISMO AUTONOMO AGENCIA TRIBUTARIA MADRID.;Suministro;Abierto simplificado sumario;;;Un unico criterio;42.339,42 €;33.930,54 €;1;19/12/2019;DISCOUNT INFORMATICO, S.L.;B32212557;23/12/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;DISTRITO DE VILLAVERDE;202000077;300/2019/01205;CABALGATAS DE REYES MAGOS VILLAVERDE OESTE Y ESTE Y CARNAVAL 2020. LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;20.622,03 €;18.029,00 €;0,13;04/12/2019;TRATO PRODUCCIONES ARTISTICAS SL;B86700796;09/01/2020; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000078;MDC/2019/00233;"REPRESENTACION DE DOS CONCIERTOS, MELANI DI BIASIO Y DAVID VIRELLES JUNTO CON MASTER CLASS DE JAZZ DENTRO DEL PROGRAMA ""SUENA CONDE DUQUE IV"" EN EL AUDITORIO DEL CENTRO CULTURAL CONDE DUQUE";Servicios;Negociado sin publicidad;168;a) apartado 2º;;19.506,41 €;19.506,41 €;0,43;05/11/2019;CIUDAD ZEN MUSICAS, S.L.;B85650505;11/11/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000079;300/2019/00244;MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LA INSTALACION HIDRAULICA DE AGUA CONTRAINCENDIOS DE LOS VEHICULOS EN PROPIEDAD, AUETOESCALERAS  Y BRAZO ARTICULADO DE LA JEFATURA DEL CUERPO DE BOMBEROS DEL AYUNTAMIENTO DE MADRID. LOTE 1;Servicios;Abierto;;;Un unico criterio;31.986,00 €;31.986,00 €;24;08/11/2019;JOTRINSA TALLERES, S.L.;B80713191;04/12/2019; ;;(*) : ESTE CONTRATO CUENTA CON IGUAL PRESUPUESTO DE LICITACIÓN Y ADJUDICACIÓN PORQUE SE HA ADJUDICADO POR PRECIOS UNITARIOS.
2020;Enero;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000080;300/2019/00244;MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LA INSTALACION HIDRAULICA DE AGUA CONTRAINCENDIOS DE LOS VEHICULOS EN PROPIEDAD, AUETOESCALERAS  Y BRAZO ARTICULADO DE LA JEFATURA DEL CUERPO DE BOMBEROS DEL AYUNTAMIENTO DE MADRID. LOTE 2;Servicios;Abierto;;;Un unico criterio;151.472,85 €;151.472,85 €;24;08/11/2019;ITURRI, S.A.;A41050113;05/12/2019; ;;(*) : ESTE CONTRATO CUENTA CON IGUAL PRESUPUESTO DE LICITACIÓN Y ADJUDICACIÓN PORQUE SE HA ADJUDICADO POR PRECIOS UNITARIOS.
2020;Enero;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000081;300/2019/00244;MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LA INSTALACION HIDRAULICA DE AGUA CONTRAINCENDIOS DE LOS VEHICULOS EN PROPIEDAD, AUETOESCALERAS  Y BRAZO ARTICULADO DE LA JEFATURA DEL CUERPO DE BOMBEROS DEL AYUNTAMIENTO DE MADRID. LOTE 3;Servicios;Abierto;;;Un unico criterio;29.275,60 €;29.275,60 €;24;15/11/2019;ROSENBAUER ESPAÑOLA S.A.;A28859833;19/12/2019; ;;(*) : ESTE CONTRATO CUENTA CON IGUAL PRESUPUESTO DE LICITACIÓN Y ADJUDICACIÓN PORQUE SE HA ADJUDICADO POR PRECIOS UNITARIOS.
2020;Enero;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000082;300/2019/00244;MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LA INSTALACION HIDRAULICA DE AGUA CONTRAINCENDIOS DE LOS VEHICULOS EN PROPIEDAD, AUETOESCALERAS  Y BRAZO ARTICULADO DE LA JEFATURA DEL CUERPO DE BOMBEROS DEL AYUNTAMIENTO DE MADRID. LOTE 4;Servicios;Abierto;;;Un unico criterio;69.717,16 €;69.717,16 €;24;08/11/2019;INCIPRESA;A36633600;10/12/2019; ;;(*) : ESTE CONTRATO CUENTA CON IGUAL PRESUPUESTO DE LICITACIÓN Y ADJUDICACIÓN PORQUE SE HA ADJUDICADO POR PRECIOS UNITARIOS.
2020;Enero;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202000083;300/2019/00102;SERVICIO DE ORIENTACION JURIDICA GENERALISTA PARA LAS PERSONAS USUARIAS DE LOS CENTROS DE SERVICIOS SOCIALES, Y PARA LAS PERSONAS SOCIAS DE LOS CENTROS MUNICIPALES DE MAYORES DEL AYUNTAMIENTO DE MADRID.;Servicios;Abierto;;;Pluralidad de criterios;301.889,17 €;241.993,90 €;12;06/11/2019;LAW AND BUSINESS ENTERPRISES WORLDWIDE SL;B85784106;29/11/2019; ;;
2020;Enero;EMPRESAS;MERCAMADRID, S.A.;202000084;MER/2019/00029;SERVICIOS DE CORREDURIA DE SEGUROS, CONTRATACION DE POLIZAS DE SEGURO A TRAVES DE MEDIADOR 2020 Y 2021;Servicios;Ordinario;;;Pluralidad de criterios;721.001,66 €;547.672,14 €;24;11/12/2019;AON GIL Y CARVAJAL, S.A. CORREDURIA DE SEGUROS;A28109247;17/12/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000085;MDC/2019/00249;SUMINISTRO, PRODUCCION, INSTALACION, DESMONTAJE Y RECOLOCACION DE BANDEROLAS SOBRE FAROLAS, PARA LAS CAMPAÑAS DE COMUNICACION DE MADRID DESTINO;Suministro;Abierto;;;Pluralidad de criterios;181.500,00 €;181.500,00 €;12;25/10/2019;NIVELL PUBLICITARI DIGITAL, S.L.;B64251366;25/11/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000086;MDC/2019/00241;SERVICIO DE TRADUCCION Y SUBTITULADO DE AUDIOVISUALES PARA LA CINETECA, DENTRO DE MATADERO MADRID;Servicios;Abierto;;;Pluralidad de criterios;101.640,00 €;101.640,00 €;12;15/10/2019;36 CARACTERES, S.L.;B83814871;07/11/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000087;MDC/2019/00244;PR19-00244 GARABATO DE ESCULTURA GIXOT8 (NAVIDAD);Servicios;Negociado sin publicidad;168;a) apartado 2º;;20.570,00 €;20.570,00 €;0,33;19/12/2019;JOAN ROVIRA BOIX;77272367A;20/12/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000088;MDC/2019/00258;SERVICIO DE AUDITORIA FINANCIERA DE LAS CUENTAS ANUALES PARA LOS EJERCICIOS 2019-2020-2021 DE MADRID DESTINO CULTURA, TURISMO Y NEGOCIO, S.A.;Servicios;Abierto;;;Pluralidad de criterios;145.200,00 €;76.992,30 €;36;09/10/2019;CROWE SERVICIOS DE AUDITORIA S.L.P;B83887125;19/11/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000089;MDC/2019/00245;"PR19-0430 TALLER PARTICIPATIVO INFANTIL TITULADO ""CARTAS VIAJERAS. EL RETABLO"" EN LA GALERIA DE CRISTAL DEL PALACIO DE CIBELES (NAVIDAD)";Servicios;Negociado sin publicidad;168;a) apartado 2º;;25.682,25 €;25.682,25 €;0,7;13/12/2019;VERGNE QUIROGA PABLO;50321710X;18/12/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000090;MDC/2019/00222;SERVICIO DE PREVENCION AJENO PARA LA PRESTACION DE LA FIGURA DE RECURSO PREVENTIVO Y ELABORACION DE DOCUMENTACION TECNICA DE PREVENCION DE RIESGOS LABORALES PARA LAS ACTIVIDADES INCLUIDAS EN LA CAMPAÑA DE NAVIDAD;Servicios;Abierto simplificado sumario;;;Un unico criterio;38.115,00 €;38.115,00 €;1,5;29/11/2019;SERVICIO DE PREVENCION, FORMACION Y CONSULTORIA, S.L.;B85808335;02/12/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000091;MDC/2019/00229;PR19-0430 REPRESENTACION DE UNA SERIE DE CONCIERTOS ÑA QUE SUENA COLOMBIAÑ EN EL CENTRO CULTURAL MATADERO (NAVIDAD);Servicios;Negociado sin publicidad;168;a) apartado 2º;;34.727,00 €;34.727,00 €;0,56;13/12/2019;ASOCIACION CULTURAL LA PARCERIA;G87152104;13/12/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000092;300/2018/01270;SUMINISTRO DE DIVERSO MATERIAL FUNGIBLE CON DESTINO AL SERVICIO DE SAMUR-PROTECCION CIVIL DEL AYUNTAMIENTO DE MADRID. LOTE 17;Suministro;Abierto;;;Un unico criterio;6.688,00 €;6.688,00 €;24;13/11/2019;LAERDAL ESPAÑA, S.L.;B80351471;11/12/2019; ;;(*) : ESTE CONTRATO CUENTA CON IGUAL PRESUPUESTO DE LICITACIÓN Y ADJUDICACIÓN PORQUE SE HA ADJUDICADO POR PRECIOS UNITARIOS.
2020;Enero;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000093;300/2018/01270;SUMINISTRO DE DIVERSO MATERIAL FUNGIBLE CON DESTINO AL SERVICIO DE SAMUR-PROTECCION CIVIL DEL AYUNTAMIENTO DE MADRID. LOTE 18;Suministro;Abierto;;;Un unico criterio;172.743,96 €;172.743,96 €;24;13/11/2019;CARDIVA 2 S L;B80601982;11/12/2019; ;;(*) : ESTE CONTRATO CUENTA CON IGUAL PRESUPUESTO DE LICITACIÓN Y ADJUDICACIÓN PORQUE SE HA ADJUDICADO POR PRECIOS UNITARIOS.
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000094;MDC/2019/00228;PR19-0430 CREACION, DISEÑO, PRODUCCION Y EXHIBICION DE UN ESPECTACULO DE VIDEOMAPPING EN EL PALACIO DE COMUNICACIONES DE CIBELES (NAVIDAD);Servicios;Negociado sin publicidad;168;a) apartado 2º;;222.277,00 €;222.277,00 €;0,3;12/12/2019;ONIONLAB, S.L;B64818032;13/12/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000095;MDC/2019/00248;SUMINISTRO EN REGIMEN DE ADQUISICION, ASI COMO SU MONTAJE, DE ELEMENTOS DE SEÑALIZACION DE EMERGENCIAS PARA INSTALACIONES GESTIONADAS POR MADRID DESTINO;Suministro;Abierto simplificado;;;Un unico criterio;60.500,00 €;60.500,00 €;6;20/11/2019;SERVICIOS Y SEGURIDAD COVADONDA, S.L.;B81508590;23/11/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000096;MDC/2019/00265;SUMINISTRO DEL FOLLETO Z-POCKET CARD 3X8 PARA MADRID DESTINO;Suministro;Negociado sin publicidad;168;a) apartado 2º;;30.567,00 €;30.567,00 €;9;10/12/2019;Z-MEDIA GLOBAL BVBA (Z-CARD EUROPE);BE0725771420;12/12/2019; ;;
2020;Enero;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000097;MDC/2019/00246;PR19-0430 REPRESENTACION DE DOS CONCIERTOS Y ACTIVIDAD INFANTIL EN EL CENTRO CULTURAL MATADERO MADRID,  EN LOS JARDINES DE CABO NOVAL Y EN LA SALA PLATO DE CINETECA  (NAVIDAD);Servicios;Negociado sin publicidad;168;a) apartado 2º;;6.400,90 €;6.400,90 €;0,23;20/12/2019;SOL PRODUCCIONES,S.L.;B80823891;23/12/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000098;300/2018/01751;SERVICIO DE MANTENIMIENTO DE 1.607 CASCOS INTEGRALES USADOS O NUEVOS, Y 551 LINTERNAS RECARGABLES LED USADAS O NUEVAS CON CARGADORES PARA LA JEFATURA DEL CUERPO DE BOMBEROS DEL AYUNTAMIENTO DE MADRID.;Servicios;Abierto;;;Pluralidad de criterios;369.122,96 €;280.938,38 €;24;15/11/2019;DRAGER SAFETY HISPANIA, S.A.;A83140012;13/12/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202000099;300/2019/00104;"CONTRATO ADMINISTRATIVO DE SERVICIOS QUE CONLLEVEN PRESTACIONES DIRECTAS A FAVOR DE LA CIUDADANIA DENOMINADO ""CENTRO DE CRISIS 24 HORAS PARA LA ATENCION A MUJERES VICTIMAS DE VIOLENCIA SEXUAL""";Servicios;Abierto;;;Pluralidad de criterios;2.517.773,54 €;2.242.878,00 €;24;06/11/2019;FUNDACION PARA LA CONVIVENCIA ASPACIA;G86527496;29/11/2019; ;;
2020;Enero;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202000100;SFC/2019/00053;OBRAS DE ACONDICIONAMIENTO DEL CREMATORIO DEL CEMENTERIO DE NUESTRA SEÑORA DE LA ALMUDENA DE MADRID DE LA EMSFYCM, S.A.;Obras;Negociado sin publicidad;168;a) apartado 1º;;199.263,97 €;194.004,90 €;3;12/11/2019;OBRAS Y EDIFICACIONES PAGE, S.L.;B79547980;16/12/2019; ;;
2020;Enero;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000101;300/2018/02185;CONTRATO DE SERVICIOS PARA LA GESTION DEL CENTRO DE INFORMACION Y EDUCACION AMBIENTAL DE LA CASA DE CAMPO;Servicios;Abierto;;;Pluralidad de criterios;403.526,48 €;377.297,26 €;24;13/11/2019;TALHER, S.A.;A08602815;12/12/2019; ;;
